ward_id,ward_name,year,month,date,rainfall_mm,avg_temp_c,groundwater_depth_m,tanker_price_inr,population_density,complaint_count,risk_score,risk_label
35,Banaswadi,2025,12,2025-12-01,8.2,18.4,13.4,922.0,14200,18,36.8,Medium
35,Banaswadi,2026,1,2026-01-01,3.8,19.4,13.45,901.0,14036,20,22.6,Low
35,Banaswadi,2026,2,2026-02-01,7.1,22.7,13.47,957.0,14068,19,40.9,Medium
35,Banaswadi,2026,3,2026-03-01,14.5,24.9,13.61,1511.0,14934,36,63.3,High
35,Banaswadi,2026,4,2026-04-01,40.1,28.6,13.75,1515.0,13736,36,69.1,High
35,Banaswadi,2026,5,2026-05-01,88.6,29.1,13.89,1530.0,14287,33,72.8,High
35,Banaswadi,2026,6,2026-06-01,71.7,29.8,13.93,943.0,14463,17,38.9,Medium
36,Vidyaranyapura,2024,7,2024-07-01,77.4,30.1,13.36,975.0,13602,17,42.9,Medium
36,Vidyaranyapura,2024,8,2024-08-01,102.6,27.5,13.11,913.0,14835,26,33.6,Medium
36,Vidyaranyapura,2024,9,2024-09-01,170.4,24.6,12.93,954.0,13457,25,43.7,Medium
36,Vidyaranyapura,2024,10,2024-10-01,128.9,22.5,12.67,926.0,13052,17,32.2,Medium
36,Vidyaranyapura,2024,11,2024-11-01,51.6,20.5,12.67,963.0,14392,16,26.4,Low
36,Vidyaranyapura,2024,12,2024-12-01,11.4,18.6,12.72,939.0,14390,16,21.7,Low
36,Vidyaranyapura,2025,1,2025-01-01,3.2,19.6,12.72,951.0,14549,19,36.3,Medium
36,Vidyaranyapura,2025,2,2025-02-01,6.5,20.8,12.72,894.0,14792,25,36.3,Medium
36,Vidyaranyapura,2025,3,2025-03-01,13.1,25.5,12.88,1475.0,14256,33,52.4,Medium
36,Vidyaranyapura,2025,4,2025-04-01,34.3,28.7,13.01,1505.0,14042,37,72.9,High
36,Vidyaranyapura,2025,5,2025-05-01,95.4,29.9,13.21,1450.0,13905,37,67.3,High
36,Vidyaranyapura,2025,6,2025-06-01,69.1,29.9,13.24,969.0,13151,17,34.9,Medium
36,Vidyaranyapura,2025,7,2025-07-01,80.4,30.8,13.27,911.0,13939,27,41.0,Medium
36,Vidyaranyapura,2025,8,2025-08-01,118.1,27.1,13.0,950.0,13967,26,41.7,Medium
36,Vidyaranyapura,2025,9,2025-09-01,168.0,24.3,12.79,939.0,13072,22,38.9,Medium
36,Vidyaranyapura,2025,10,2025-10-01,109.2,21.8,12.55,912.0,13561,26,36.4,Medium
36,Vidyaranyapura,2025,11,2025-11-01,39.9,19.0,12.57,954.0,14107,25,42.2,Medium
36,Vidyaranyapura,2025,12,2025-12-01,10.1,18.8,12.64,877.0,13801,16,34.1,Medium
36,Vidyaranyapura,2026,1,2026-01-01,3.8,19.5,12.66,903.0,14514,26,33.8,Medium
36,Vidyaranyapura,2026,2,2026-02-01,7.3,21.4,12.73,871.0,14509,17,32.8,Medium
36,Vidyaranyapura,2026,3,2026-03-01,10.8,24.2,12.87,1438.0,13037,39,72.0,High
36,Vidyaranyapura,2026,4,2026-04-01,31.6,28.3,13.07,1437.0,13096,40,69.6,High
36,Vidyaranyapura,2026,5,2026-05-01,76.6,29.2,13.22,1445.0,14215,39,74.1,High
36,Vidyaranyapura,2026,6,2026-06-01,90.7,30.1,13.3,901.0,13583,16,32.7,Medium
37,Jalahalli,2024,7,2024-07-01,97.7,29.6,14.29,957.0,13857,16,31.9,Medium
37,Jalahalli,2024,8,2024-08-01,93.9,27.8,14.02,922.0,12783,17,45.9,Medium
37,Jalahalli,2024,9,2024-09-01,162.2,25.6,13.75,915.0,13408,22,34.7,Medium
37,Jalahalli,2024,10,2024-10-01,139.1,21.6,13.57,907.0,13110,18,28.2,Low
37,Jalahalli,2024,11,2024-11-01,41.8,18.7,13.66,904.0,12621,15,39.3,Medium
37,Jalahalli,2024,12,2024-12-01,10.8,18.8,13.65,924.0,12631,17,33.1,Medium
37,Jalahalli,2025,1,2025-01-01,3.1,20.4,13.69,948.0,12981,24,36.8,Medium
37,Jalahalli,2025,2,2025-02-01,5.7,22.4,13.73,961.0,12759,26,46.3,Medium
37,Jalahalli,2025,3,2025-03-01,10.9,24.6,13.92,1475.0,12687,33,68.8,High
37,Jalahalli,2025,4,2025-04-01,32.5,28.5,14.14,1482.0,14350,32,69.0,High
37,Jalahalli,2025,5,2025-05-01,108.9,29.1,14.35,1556.0,12957,37,64.8,High
37,Jalahalli,2025,6,2025-06-01,73.6,31.3,14.4,950.0,13352,21,40.7,Medium
37,Jalahalli,2025,7,2025-07-01,83.8,29.4,14.47,923.0,12901,19,39.8,Medium
37,Jalahalli,2025,8,2025-08-01,95.3,26.9,14.2,912.0,13756,26,43.6,Medium
37,Jalahalli,2025,9,2025-09-01,170.3,24.0,13.98,909.0,12553,23,40.7,Medium
37,Jalahalli,2025,10,2025-10-01,148.9,21.1,13.77,943.0,12923,17,37.2,Medium
37,Jalahalli,2025,11,2025-11-01,47.1,20.4,13.77,937.0,14230,18,31.8,Medium
37,Jalahalli,2025,12,2025-12-01,9.7,18.6,13.77,950.0,14121,17,39.7,Medium
37,Jalahalli,2026,1,2026-01-01,3.4,18.7,13.83,944.0,12619,22,41.1,Medium
37,Jalahalli,2026,2,2026-02-01,7.2,21.8,13.87,982.0,13413,18,34.7,Medium
37,Jalahalli,2026,3,2026-03-01,14.8,24.9,14.03,1569.0,13041,28,49.8,Medium
37,Jalahalli,2026,4,2026-04-01,42.5,27.4,14.22,1482.0,14183,32,52.8,Medium
37,Jalahalli,2026,5,2026-05-01,87.6,29.6,14.38,1551.0,12895,36,71.8,High
37,Jalahalli,2026,6,2026-06-01,91.7,29.8,14.4,944.0,12439,17,31.2,Medium
38,Chikkabanavara,2024,7,2024-07-01,82.8,30.8,15.35,1003.0,14776,30,48.7,Medium
38,Chikkabanavara,2024,8,2024-08-01,100.7,28.0,15.16,939.0,14950,21,44.1,Medium
38,Chikkabanavara,2024,9,2024-09-01,168.5,24.5,14.95,960.0,14472,23,46.7,Medium
38,Chikkabanavara,2024,10,2024-10-01,143.0,22.5,14.73,947.0,13695,30,43.1,Medium
38,Chikkabanavara,2024,11,2024-11-01,39.9,20.1,14.74,1003.0,13789,21,39.8,Medium
38,Chikkabanavara,2024,12,2024-12-01,10.8,18.8,14.75,998.0,14903,21,44.8,Medium
38,Chikkabanavara,2025,1,2025-01-01,3.1,19.7,14.77,960.0,14850,23,48.7,Medium
38,Chikkabanavara,2025,2,2025-02-01,5.7,20.9,14.84,1007.0,14754,20,54.4,Medium
38,Chikkabanavara,2025,3,2025-03-01,13.2,24.8,15.06,1566.0,14829,42,72.5,High
38,Chikkabanavara,2025,4,2025-04-01,37.2,28.1,15.24,1556.0,13895,34,73.3,High
38,Chikkabanavara,2025,5,2025-05-01,82.2,29.9,15.4,1609.0,13729,35,74.8,High
38,Chikkabanavara,2025,6,2025-06-01,85.9,31.1,15.42,996.0,14412,18,34.5,Medium
38,Chikkabanavara,2025,7,2025-07-01,73.1,30.7,15.47,993.0,14472,25,43.6,Medium
38,Chikkabanavara,2025,8,2025-08-01,91.7,27.1,15.22,1011.0,14917,19,53.4,Medium
38,Chikkabanavara,2025,9,2025-09-01,179.9,24.8,14.95,1010.0,13768,25,47.6,Medium
38,Chikkabanavara,2025,10,2025-10-01,148.4,21.6,14.71,984.0,13781,29,47.3,Medium
38,Chikkabanavara,2025,11,2025-11-01,38.5,18.9,14.78,1013.0,14644,28,60.2,High
38,Chikkabanavara,2025,12,2025-12-01,11.2,18.3,14.87,946.0,13845,27,38.5,Medium
38,Chikkabanavara,2026,1,2026-01-01,3.3,19.4,14.94,947.0,14446,19,34.8,Medium
38,Chikkabanavara,2026,2,2026-02-01,7.6,21.7,14.97,983.0,14581,22,46.0,Medium
38,Chikkabanavara,2026,3,2026-03-01,11.3,24.7,15.16,1613.0,15359,44,79.4,Critical
38,Chikkabanavara,2026,4,2026-04-01,39.2,28.5,15.29,1618.0,14812,43,79.4,Critical
38,Chikkabanavara,2026,5,2026-05-01,103.4,30.4,15.5,1554.0,14705,36,75.3,Critical
38,Chikkabanavara,2026,6,2026-06-01,72.8,31.4,15.51,1024.0,15315,22,55.2,High
39,Uttarahalli,2024,7,2024-07-01,93.7,29.6,14.87,1004.0,14551,21,45.2,Medium
39,Uttarahalli,2024,8,2024-08-01,119.4,28.1,14.69,994.0,14893,19,43.3,Medium
39,Uttarahalli,2024,9,2024-09-01,169.2,25.8,14.47,953.0,15762,28,48.9,Medium
39,Uttarahalli,2024,10,2024-10-01,142.3,22.5,14.27,957.0,14784,26,46.0,Medium
39,Uttarahalli,2024,11,2024-11-01,47.6,19.6,14.27,912.0,15363,27,45.9,Medium
39,Uttarahalli,2024,12,2024-12-01,8.2,18.7,14.33,940.0,14244,21,45.5,Medium
39,Uttarahalli,2025,1,2025-01-01,3.7,20.4,14.41,995.0,15452,29,40.0,Medium
39,Uttarahalli,2025,2,2025-02-01,6.3,22.4,14.43,980.0,15734,29,43.4,Medium
39,Uttarahalli,2025,3,2025-03-01,11.5,24.2,14.65,1591.0,15849,37,81.2,Critical
39,Uttarahalli,2025,4,2025-04-01,41.4,28.2,14.84,1594.0,16028,36,71.3,High
39,Uttarahalli,2025,5,2025-05-01,76.4,29.9,15.02,1537.0,14258,38,84.1,Critical
39,Uttarahalli,2025,6,2025-06-01,64.5,31.3,15.06,1018.0,14987,27,47.9,Medium
39,Uttarahalli,2025,7,2025-07-01,85.8,29.5,15.14,1007.0,14656,25,39.7,Medium
39,Uttarahalli,2025,8,2025-08-01,117.1,28.1,14.97,953.0,15434,24,39.7,Medium
39,Uttarahalli,2025,9,2025-09-01,130.6,24.5,14.73,980.0,15895,23,51.8,Medium
39,Uttarahalli,2025,10,2025-10-01,125.0,20.9,14.47,944.0,15466,28,50.2,Medium
39,Uttarahalli,2025,11,2025-11-01,47.1,20.2,14.5,922.0,14198,23,35.6,Medium
39,Uttarahalli,2025,12,2025-12-01,11.0,19.9,14.59,1011.0,15276,28,36.7,Medium
39,Uttarahalli,2026,1,2026-01-01,2.9,19.9,14.62,955.0,14822,31,53.0,Medium
39,Uttarahalli,2026,2,2026-02-01,6.5,21.4,14.67,1010.0,15836,20,39.6,Medium
39,Uttarahalli,2026,3,2026-03-01,12.0,24.2,14.81,1507.0,14336,45,81.4,Critical
39,Uttarahalli,2026,4,2026-04-01,39.1,28.7,14.97,1596.0,15306,44,72.3,High
39,Uttarahalli,2026,5,2026-05-01,81.1,30.9,15.13,1615.0,15607,36,82.3,Critical
39,Uttarahalli,2026,6,2026-06-01,79.9,31.5,15.13,943.0,14540,19,36.3,Medium
40,Begur,2024,7,2024-07-01,74.6,31.2,16.55,968.0,15753,31,56.6,High
40,Begur,2024,8,2024-08-01,99.2,28.7,16.37,972.0,15227,33,52.1,Medium
40,Begur,2024,9,2024-09-01,126.5,25.0,16.13,1042.0,16211,29,67.3,High
40,Begur,2024,10,2024-10-01,123.7,22.1,15.9,955.0,16577,31,59.8,High
40,Begur,2024,11,2024-11-01,34.3,20.2,15.98,989.0,16221,34,68.1,High
40,Begur,2024,12,2024-12-01,7.9,18.2,16.06,1018.0,15948,34,63.9,High
40,Begur,2025,1,2025-01-01,2.5,20.7,16.13,1048.0,15690,31,66.9,High
40,Begur,2025,2,2025-02-01,7.2,22.1,16.16,959.0,16327,26,38.9,Medium
40,Begur,2025,3,2025-03-01,9.6,25.9,16.33,1603.0,15396,49,98.4,Critical
40,Begur,2025,4,2025-04-01,28.9,28.7,16.48,1647.0,15610,47,95.2,Critical
40,Begur,2025,5,2025-05-01,71.7,30.2,16.65,1657.0,15660,46,86.6,Critical
40,Begur,2025,6,2025-06-01,77.4,31.7,16.71,1017.0,16811,28,55.1,High
40,Begur,2025,7,2025-07-01,74.2,30.7,16.79,1031.0,15908,27,49.6,Medium
40,Begur,2025,8,2025-08-01,93.3,27.9,16.55,1032.0,15350,28,60.0,High
40,Begur,2025,9,2025-09-01,146.9,24.6,16.33,1049.0,15995,24,46.9,Medium
40,Begur,2025,10,2025-10-01,141.8,22.7,16.11,982.0,15135,23,37.9,Medium
40,Begur,2025,11,2025-11-01,35.6,19.7,16.13,1019.0,16177,25,53.0,Medium
40,Begur,2025,12,2025-12-01,7.7,19.0,16.14,1020.0,15399,24,54.9,Medium
40,Begur,2026,1,2026-01-01,2.6,20.6,16.17,1013.0,15950,31,63.3,High
40,Begur,2026,2,2026-02-01,5.6,22.9,16.26,975.0,15410,32,60.6,High
40,Begur,2026,3,2026-03-01,13.2,24.2,16.45,1569.0,15273,39,75.3,Critical
40,Begur,2026,4,2026-04-01,37.0,28.7,16.68,1637.0,16013,45,92.3,Critical
40,Begur,2026,5,2026-05-01,79.6,30.5,16.88,1625.0,15645,38,76.1,Critical
40,Begur,2026,6,2026-06-01,61.7,30.0,16.98,1061.0,15458,30,66.5,High
